sentiment,text 
1,followfriday lindyasimu hi sweeti sign amp notic u least caught u pass cool c u amp big heart
1,followfriday lorimoreno americanwomannn missbeckala ginaatl lorimoreno ladi make smile
1,followfriday mailchimp last one think miss anyon sorri catch next week send note quot quot
1,followfriday marginatasnaili say tweet like swime pool cherri pop nude ye nude
1,followfriday marginatasnaili marginatasnaili marginatasnaili marginatasnaili marginatasnaili marginatasnaili marginatasnaili lol
1,followfriday mercylivi seo ladi idea
1,followfriday metagam one follow put w bad french good virgo send happi thought et respir faut pa oublier
0,followfriday mikegr twitter quiet without miss ya dude
1,followfriday mishelleful merchick picklemonst shizzlelizzl debbiel amp plz lt
1,followfriday misternoodl cuz call us ff list straightshoot sure
1,followfriday mmmbailey fuckin love colourin
1,followfriday moicloul thank kind wonder word want miss tweet
1,followfriday mtvindia battleground fullyfaltoo
1,followfriday nancyodel met interview celebr nice quot real quot person good get
1,followfriday nickcharney give faith hope hell public sector
0,followfriday nickw kevkevv vjartist liverpool follow ppl interest vjartist doesnt tweet much though
1,followfriday ohatdl kylejdufield thank guy best
1,followfriday oreok appreci ff tasti oreo gr weekend
1,followfriday palato nyt big shot editor love twittr like nyt backpocket
1,followfriday patricemichel total addict read tweet fun smart sassi amp inform love
1,followfriday pet beauti share cupcak could girl ask
1,followfriday purplemuffinman coz man love appar fjkinnit love sweet
1,followfriday rachelcain anoth goddess amongst us mortal geniu writer book amp tweet treasur love
1,followfriday ramartijr follow especi interior design love friendli help good heart make laugh
1,followfriday ravikanth nice friend gave back normal world
1,followfriday ravish bathbodysuppli sammcdaniel nice peopl
1,followfriday rosehwang posit shini sparkl crowd awesom friend great person inde
1,followfriday sandramp julia brigg acmacki new
1,followfriday sharonhay honor awesom queen absolut stun posit person becam true friend
1,followfriday ste vee turbo power thank yeww
1,followfriday stereojorg bethhh caitspradley busi live annabananaaa stephanyism stereobear
0,followfriday susiegenno got follow make sad
0,followfriday cuz ive never ad anyon followfriday either amp cuz got cool pictur
1,followfriday tfln need laugh need go
1,followfriday theapplefreak totallyappl winstonsih italkappl danc jeffree soldierknowbest jon laker
1,followfriday theknickermafia funni opinion dislik woodlic give lesson make great sushi
1,followfriday timpratt gift writer whose humour amp wit joy read follow love
1,followfriday tpr xx hug xx favorit song http bit ly kz bw smile operationsmil
1,followfriday tremendousnew srsli shit funni unless stuck lack humor may well lack
1,followfriday trentxnelson quidnunct lytn theboonst jamiemanvil cocothespi jtg pcfl peopl actual talk
1,followfriday tvtrope ruin life
1,followfriday wabster sorri ya http snipr com
1,followfriday yessi mr smike perrowow cherri land rn x rkgarcia xrandi feliz viern
1,followfriday yuppieplight share woe discretionari incom might even get mention http tweetingtoohard com
1,followfriday rachelkrishna jucarvalhoo tweetss victoranselm sergiowpf
1,followfriday last special ff mention mattblum whose work beauti inspir much aspir admir
1,followfriday she love soul allway make feel welcom could never hate salandpepp x
1,followfriday biscuittmf sxypanda datscottguy ephram weywahoo sishong knittykim gunkey princetim drumstix soccc socalpi lt
1,followfriday even though sunday wonkybonk get follow
1,followfriday everyon follow kaseyhamilton pictur alon worth follow plu nice
1,musicmonday one touch us sing loud awesom band awesom song
1,musicmonday mice amp men www myspac com ofmic check lt love
1,musicmonday win owl citi
1,musicmonday paparazzi ladi gaga
1,musicmonday poison ivi jona bdother
1,musicmonday rise excel revolut per minut cd lift monday funk way work listeningto punk
1,musicmonday rufu wainwright readi love melancholi shin upbeat pick accord mood
1,musicmonday rush ferra featur kati perri
1,musicmonday morn twittickl
1,musicmonday soft shock yeah yeah yeah
1,musicmonday beyonc stan fan http bit ly ngyjn enjoy
1,musicmonday hymn monday rememb old time http listen grooveshark com song dont like monday
0,musicmonday latest songwrit attempt sorri low qualiti http bit ly dqv
1,musismonday listen miser best mayday parad
1,must follow java two great friend see good everyon
1,mw fourzerotwo man
1,mw agre
1,mw would like sum good perk ok want someth wow
1,mw id like beta platform wud b cool could pick ur claymor back sneak behind enimi steal
1,mw im look forward e mainli said iw releas shitload info mw e
1,mw let see multiplay gameplay
1,mw omg watch nfl dunt like nba much
1,mw pleas give us silenc sniper releas mp sp demo congratul u earli
1,mw pleas abil shoot noob tube overkil perk
1,mw plz click user name n check sugest modernwarfar thumb u like thnk u
0,mybreakfast meat potato pie coffe win ow wrist aswel
1,mycrack pink nail polish maggi moo ice cream salad hot sauc everyth vodka cranberri long island ice tea
0,myfath blind taught see heart love miss dad
1,mysexi callin mama thankin givin birth
1,myweak amaz deejay aaahhhhh
1,myweak cooki n cream ice cream crave right
1,myweak music live meet peopl make
1,myweak ms field cooki
1,myweak phoneeee without e
0,myweak poppin pimpl bad smh
0,myweak would tell weak use lol
1,myweak demo vinicci sweet thing like cake
1,myweak hadiyaselam
1,myweak kevinspacey sigh
1,myweak chocol
1,myweak mcfli
1,myweak dude think want cuz money respect need hustl take great care
1,followfriday follow joehal sheep smart guy good info good custom skillz smartass funni
1,followfriday follow everyon list www twittercullen com everi last one rock
1,followfriday follow
1,followfriday true grit wit labarceloneta alway leav quot breathless quot tell said
1,followfriday good follow medic ray geofftalbot joeduck scottataylor johnjoliv toddbrink mattsmind jasonmitchen brooksbayn
1,followfriday goodnight recommend follow everyon
1,followfriday week scottsigl tweet quot drag hell quot book bad either
1,followfriday love jennamadison love
1,followfriday introduc netra ermm need intro queen twitter
1,followfriday short one taylorwild hurt
1,followfriday master spi extraordinair devinjay follow risk
1,followfriday grt ppl follow veggiechefmayra nathanzoharchak renttoownhom pcammal
1,followfriday ladi girlygeekdom acousticellejay merna giacav littleuk iphonegirl mia rta mistygirlph ank
1,followfriday beauti funni smart talent amaz gf audnumb muah
1,followfriday fave bro mikeydoc mikeyil mikeyzito vinnieg keep real
1,followfriday secret twittermancrush sshh amp bringer interest info dement flair atomicpoet
0,followfriday peopl meet conf kir prsarahevan hrkovar seamuscondron gavinpurcel savvyaunti
1,followfriday pt floppyandbear itsgabbith donnett zendoc tweet word kirash timburi jgdema great follow
1,followfriday pt crside michelletorio ahmnoher kdueykduey treeincal amystephdapoet carsoncrest ilovemisfit theyr love
1,followfriday lcstranslat profession complain amp translat canadian realli love italian habit
1,followfriday thank ff recommend tricia zlnet chucktvdotnet godfirst guy awesom
1,followfriday thanx luv loveandemuls weizenbaum twitseek moringamax edworksacademi melisangel
0,followfriday legal fratern neildenni mennard geeklawy charonqc gjacqui one forgotten name
1,followfriday pink feather boa massiv talkinap pussygaloria jeniphersob sassygirl recruit
1,followfriday time romeo nickbelard andersoncowan lovelinestanley idk izzi f shorti
1,followfriday sum sstar thomcreedfan jacobbrwr
1,followfriday follow pleas lawgurl tvonyourpc thetladi
1,followfriday happi friday
1,followfriday actorsandcrew blush blush danieldevlin kooder thx good peopl know alway come dozen
1,followmestephen pleas
1,followsaturday dustinjmcclur mmm fresh veggi look good thank share photo
1,myweak dude tat
1,myweak good movi chocol
0,myweak love longer oh also food twitter http myloc sj
1,myweak tall thick woman high heel
1,myweak anthoni green sushi amp cute boy
1,myweak chocol gotta love
0,myweak chocol cake
1,myweak curri
1,myweak east coast men
1,myweak educ dude intellig convers soooo sexi
1,myweak fantasi fiction charact
0,myweak funni guy look good smart mexican food
1,myweak genuin peopl
1,myweak guy love r amp b like singin
1,myweak got chocol ohh robert pattinson
1,myweak smile
1,myweak hot boy xoxo
0,myweak ice cream
1,myweak thejuelzsantana
1,myweak men yeah simpl
0,myweak friend mine hate
1,myweak last one bed im hit thank ff keep promot god bless amp good night srri denver kobe
1,myweak learn use twitter
1,myweak men long hair
1,myweak mexican food
1,myweak music
1,myweak music love creo cooki
1,myweak music pasta pizza hot chick fun
1,myweak boyfriend chad
1,myweak construct wker bf home frm work smell sweat mixd w colgn w sunglass head oweee
0,myweak ex girlfriend
1,myweak nice smell perfum man
1,myweak nsfw content follow larg dd breast nurs minor massag therapi ye ty
1,myweak shop joe food nice comfi bed
1,myweak sidney crosbi sexi sexi pout oh yeah skill ice
0,myweak smoke late night phone someon love ahhh memori
1,myweak surfer boy blond hair blue eye think paul walker
1,myweak sushi
1,myweak tall guy
1,myweak trey songz trigga jame songz tremain aldon neverson cant forget songzyuuup
1,myweak zac efron
1,myweak chocol milk ye
0,nambu search longer work os
0,nascar rain dover pleas anoth stop start delay race tonight
0,nascar thing look better kenseth nd kahn th mear th gordon th
1,nba lebron like
0,nba suck say take bone night
0,neda caught news iran yesterday sad
0,neogaf alreadi die
1,nerdfight forget sign dftba record http suchduck tumblr com post dftba woo exclus offer etc etc
0,forourhero feel good
1,fotb woo book iphon workshop confer
1,fr phil awesom thank man
1,frf madagascar escap africa good still good enough gloria get boyfriend penguin get marri
1,fritzl sick son bitch go lock basement let experi pain lol
0,fsck ing tb like uf want slimna freena
0,fullservic human ilaa sunday wish would take
